label,text
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Great! I shoot big loads so get ready!
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,"I guess you could be as good an excuse as any, lol."
ham,No. She's currently in scotland for that.
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
spam,Money i have won wining number 946 wot do i do next
ham,"I'll see, but prolly yeah"
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3"
ham,Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the stick ‰ÛÒ indeed especially with the stick.
ham,"Sorry, I'll call later in meeting"
ham,Much better now thanks lol
ham,have got * few things to do. may be in * pub later.
ham,"Sorry, I'll call later"
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Esplanade lor. Where else...
ham,G wants to know where the fuck you are
ham,We got a divorce. Lol. She.s here
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Shant disturb u anymore... Jia you...
ham,Not..tel software name..
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,I did. One slice and one breadstick. Lol
ham,Stupid.its not possible
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
ham,Hey you told your name to gautham ah?
ham,Am only searching for good dual sim mobile pa.
ham,"Haha awesome, be there in a minute"
ham,26th OF JULY
ham,Happy new year. Hope you are having a good semester
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,Mmmm.... I cant wait to lick it!
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,Wanna do some art?! :D
ham,Eatin my lunch...
ham,No no. I will check all rooms befor activities
ham,"Sir, waiting for your letter."
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,Good Morning plz call me sir
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
ham,Dear reached railway. What happen to you
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,Just haven't decided where yet eh ?
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,Gudnite....tc...practice going on
ham,How abt making some of the pics bigger?
ham,No. I.ll meet you in the library
ham,Networking job is there.
ham,"Sorry, I can't help you on this."
ham,Short But Cute: \Be a good person
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,"Sorry, I'll call later"
ham,Okay but i thought you were the expert
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,"Oh... Icic... K lor, den meet other day..."
ham,Great! So what attracts you to the brothas?
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
ham,Ok lor but not too early. Me still having project meeting now.
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,U sure u can't take any sick time?
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
ham,Morning only i can ok.
ham,Anything lar then Ì_ not going home 4 dinner?
ham,The evo. I just had to download flash. Jealous?
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Where u been hiding stranger?
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,My planning usually stops at \find hella weed
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,I love working from home :)
ham,What is important is that you prevent dehydration by giving her enough fluids
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,Any way where are you and what doing.
ham,"Yep, by the pretty sculpture"
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,Ok try to do week end course in coimbatore.
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,Good. Good job. I like entrepreneurs
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,Ok.
ham,how tall are you princess?
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,K.k.how is your business now?
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,I doubt you could handle 5 times per night in any case...
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,Pls pls find out from aunt nike.
ham,"Sorry, I'll call later"
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,K.:)do it at evening da:)urgent:)
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Wat time Ì_ finish?
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,"I think your mentor is , but not 100 percent sure."
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? 
ham,At home watching tv lor.
spam,You have 1 new voicemail. Please call 08719181503
ham,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out."
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Got meh... When?
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham,Do you want bold 2 or bb torch
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,Still in customer place
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Howz that persons story
ham,Same as kallis dismissial in 2nd test:-).
ham,Thanks. Fills me with complete calm and reassurance! 
ham,Probably earlier than that if the station's where I think it is
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA
ham,I need details about that online job.
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,U guys never invite me anywhere :(
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,So wat's da decision?
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,You are a very very very very bad girl. Or lady.
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,I'm fine. Hope you are good. Do take care.
ham,Oh that was a forwarded message. I thought you send that to me
ham,ÌÏ wait 4 me in sch i finish ard 5..
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,You tell what happen dont behave like this to me. Ok no need to say
ham,Update your face book status frequently :)
ham,Yes:)here tv is always available in work place..
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,What r u cooking me for dinner?
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,K.:)you are the only girl waiting in reception ah?
ham,In meeting da. I will call you
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,S:)but he had some luck.2 catches put down:)
ham,I will reach before ten morning
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,He also knows about lunch menu only da. . I know
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
ham,S:)8 min to go for lunch:)
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,"Wat time liao, where still got."
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,Are you the cutest girl in the world or what
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,Oops. 4 got that bit.
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,Thanx 4 e brownie it's v nice...
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,"Mostly sports type..lyk footbl,crckt.."
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,Hello madam how are you ?
ham,Neshanth..tel me who r u?
ham,Then mum's repent how?
ham,At WHAT TIME should i come tomorrow
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,"Sorry, went to bed early, nightnight"
ham,Or remind me in a few hrs.
ham,Where are you ? You said you would be here when I woke ... :-(
ham,I am in tirupur.  call you da.
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,Are you going to wipro interview today?
ham,All done? All handed in? Celebrations in full swing yet?
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,Just taste fish curry :-P
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,You will be in the place of that man
ham,"Arms fine, how's Cardiff and uni? "
ham,Loosu go to hospital. De dont let it careless.
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,have * good weekend.
ham,Alex says he's not ok with you not being ok with it
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,K...k:)why cant you come here and search job:)
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
ham,Will you be here for food
ham,Yup having my lunch buffet now.. U eat already?
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,Your brother is a genius
ham,I'm not sure if its still available though
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,How come guoyang go n tell her? Then u told her?
ham,when you and derek done with class?
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Even my brother is not like to speak with me. They treat me like aids patent.
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,R we going with the  &lt;#&gt;  bus?
ham,One of best dialogue in cute reltnship..!! \Wen i Die
ham,Watching tv lor...
ham,Did you stitch his trouser
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,Where @
ham,Yup ok thanx...
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,So Ì_'ll be submitting da project tmr rite?
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!
ham,Goodnight da thangam I really miss u dear.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,I'm on the bus. Love you
ham,I can take you at like noon
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Speaking of does he have any cash yet?
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Aight sorry I take ten years to shower. What's the plan?
ham,"Oh, then your phone phoned me but it disconnected"
ham,Captain is in our room:)
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921"
ham,am up to my eyes in philosophy
ham,We left already we at orchard now.
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
ham,Also where's the piece
ham,Sorry da thangam.it's my mistake.
ham,Wait  &lt;#&gt;  min..
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub
ham,Everybody had fun this evening. Miss you.
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,O. Guess they both got screwd
ham,Moji just informed me that you saved our lives. Thanks.
ham,Who's there say hi to our drugdealer
ham,"Uncle G, just checking up on you. Do have a rewarding month"
ham,Ok i am on the way to railway
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,Am i that much dirty fellow?
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,U coming 2 pick me?
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,How come she can get it? Should b quite diff to guess rite...
ham,I borrow ur bag ok.
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,Gam gone after outstanding innings.
ham,Apo all other are mokka players only
ham,I'm not coming home 4 dinner.
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
spam,You have 1 new message. Please call 08718738034.
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,Now thats going to ruin your thesis!
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,Love you aathi..love u lot..
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,You still at the game?
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,Understand. his loss is my gain :) so do you work? School?
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,S..antha num corrct dane
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,I re-met alex nichols from middle school and it turns out he's dealing!
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,"Sorry, I'll call later"
ham,Yup
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,You could have seen me..i did't recognise you Face.:)
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
ham,Ok leave no need to ask
ham,Hows the pain dear?y r u smiling?
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,Check audrey's status right now
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Also remember to get dobby's bowl from your car
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,Hanging out with my brother and his family
ham,No probably  &lt;#&gt; %.
ham,"not that I know of, most people up here are still out of town"
ham,So the sun is anti sleep medicine.
ham,Yup
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,Can not use foreign stamps in this country.
ham,... Are you in the pub?
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,I'm home.
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,"Ela kano.,il download, come wen ur free.."
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,If you're not in my car in an hour and a half I'm going apeshit
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.
ham,How much she payed. Suganya.
ham,K...k:)why cant you come here and search job:)
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
ham,U still havent got urself a jacket ah?
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,In da car park 
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
